,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.00014734999999999054,2.0,0.0,5,2850
1,1,0.005202441999999863,2.0,2.0,5,2850
2,2,0.005267039000000029,2.0,4.0,5,2850
3,3,0.005311805999999919,2.0,6.0,5,2850
4,4,0.005353197999999892,2.0,8.0,5,2850
5,5,0.005394300999999935,2.0,10.0,5,2850
6,6,0.005434928999999977,2.0,12.0,5,2850
7,7,0.005475793000000007,2.0,14.0,5,2850
8,8,0.005515637999999878,1.0,16.0,5,2850
9,9,0.005555755000000051,1.0,18.0,5,2850
10,10,0.0055957389999998774,1.0,20.0,5,2850
11,11,0.0056363470000000415,1.0,22.0,5,2850
12,12,0.005676648999999978,1.0,24.0,5,2850
13,13,0.0057175780000000564,1.0,26.0,5,2850
14,14,0.005758675999999907,1.0,28.0,5,2850
15,15,0.0058002710000000235,1.0,30.0,5,2850
16,16,0.005841629999999931,1.0,32.0,5,2850
17,17,0.005884631000000029,1.0,34.0,5,2850
18,18,0.005926563999999912,1.0,36.0,5,2850
19,19,0.005969061000000053,1.0,38.0,5,2850
20,20,0.006012037999999942,1.0,40.0,5,2850
21,21,0.0060550150000000524,1.0,42.0,5,2850
22,22,0.0060983740000000175,1.0,44.0,5,2850
23,23,0.006142976999999883,2.0,46.0,5,2850
24,24,0.006189216999999969,2.0,48.0,5,2850
25,25,0.00623503000000003,2.0,50.0,5,2850
26,26,0.006280998999999898,2.0,52.0,5,2850
27,27,0.00632701400000002,2.0,54.0,5,2850
28,28,0.006377478999999964,2.0,56.0,5,2850
29,29,0.00642440699999991,2.0,58.0,5,2850
30,30,0.006471254000000037,2.0,60.0,5,2850
31,31,0.006518494999999902,2.0,62.0,5,2850
32,32,0.006568635000000045,2.0,64.0,5,2850
33,33,0.006616455999999937,2.0,66.0,5,2850
34,34,0.006664698999999885,2.0,68.0,5,2850
35,35,0.006715314000000028,2.0,70.0,5,2850
36,36,0.006765267000000019,2.0,72.0,5,2850
37,37,0.006818406999999915,2.0,74.0,5,2850
38,38,0.006867131999999998,1.0,76.0,5,2850
39,39,0.006916597999999885,1.0,78.0,5,2850
40,40,0.006966196999999896,1.0,80.0,5,2850
41,41,0.007016278000000042,1.0,82.0,5,2850
42,42,0.007066027999999891,1.0,84.0,5,2850
43,43,0.00711623699999997,1.0,86.0,5,2850
44,44,0.007169309999999873,1.0,88.0,5,2850
45,45,0.007220977999999878,1.0,90.0,5,2850
46,46,0.007271861999999851,1.0,92.0,5,2850
47,47,0.007325953000000052,1.0,94.0,5,2850
48,48,0.007378531999999938,1.0,96.0,5,2850
49,49,0.007430389999999898,1.0,98.0,5,2850
50,50,0.0074845959999998435,1.0,100.0,5,2850
51,51,0.007540048999999938,1.0,102.0,5,2850
52,52,0.007593581999999932,1.0,104.0,5,2850
53,53,0.007646728999999963,1.0,106.0,5,2850
54,54,0.007703024000000003,1.0,108.0,5,2850
55,55,0.007759933999999857,1.0,110.0,5,2850
56,56,0.007814678999999991,1.0,112.0,5,2850
57,57,0.007868322999999844,1.0,114.0,5,2850
58,58,0.007922234000000028,1.0,116.0,5,2850
59,59,0.00798318599999992,1.0,118.0,5,2850
60,60,0.008039367999999936,1.0,120.0,5,2850
61,61,0.0080949079999999,1.0,122.0,5,2850
62,62,0.00815277999999986,1.0,124.0,5,2850
63,63,0.008209342000000008,1.0,126.0,5,2850
64,64,0.008265666999999866,1.0,128.0,5,2850
65,65,0.008324929999999897,1.0,130.0,5,2850
66,66,0.008383249999999842,1.0,132.0,5,2850
67,67,0.008440068999999939,1.0,134.0,5,2850
68,68,0.008496998000000033,1.0,136.0,5,2850
69,69,0.00855486399999994,1.0,138.0,5,2850
70,70,0.008612839999999844,1.0,140.0,5,2850
71,71,0.008670854999999866,1.0,142.0,5,2850
72,72,0.008729347999999915,1.0,144.0,5,2850
