,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.001341414999999957,646.0,0.0,10,2850
1,1,0.007841959999999926,642.0,2.0,10,2850
2,2,0.009116742000000011,644.0,4.0,10,2850
3,3,0.010302666999999932,647.0,6.0,10,2850
4,4,0.011477973999999946,649.0,8.0,10,2850
5,5,0.012681641999999993,649.0,10.0,10,2850
6,6,0.013850603999999933,642.0,12.0,10,2850
7,7,0.015100112000000054,641.0,14.0,10,2850
8,8,0.016307612999999943,647.0,16.0,10,2850
9,9,0.01752872899999991,644.0,18.0,10,2850
10,10,0.018710347999999932,645.0,20.0,10,2850
11,11,0.02002415699999993,649.0,22.0,10,2850
12,12,0.021395755999999988,660.0,24.0,10,2850
13,13,0.022660050999999903,655.0,26.0,10,2850
14,14,0.02383714299999995,647.0,28.0,10,2850
15,15,0.02504062600000001,642.0,30.0,10,2850
16,16,0.02627515800000002,643.0,32.0,10,2850
17,17,0.027491025000000002,648.0,34.0,10,2850
18,18,0.02870985199999998,646.0,36.0,10,2850
19,19,0.02994914999999998,643.0,38.0,10,2850
20,20,0.030601502999999974,643.0,39.0,10,2850
21,21,0.03188776800000004,633.0,41.0,10,2850
22,22,0.03263359399999999,633.0,42.0,10,2850
23,23,0.03386314800000001,634.0,44.0,10,2850
24,24,0.03505451699999984,620.0,46.0,10,2850
25,25,0.03623796699999993,622.0,48.0,10,2850
26,26,0.03741785600000003,622.0,50.0,10,2850
27,27,0.03805685999999997,622.0,51.0,10,2850
28,28,0.03872822499999984,622.0,52.0,10,2850
29,29,0.039927798999999986,614.0,54.0,10,2850
30,30,0.040574235999999875,614.0,55.0,10,2850
31,31,0.041767448999999957,614.0,57.0,10,2850
32,32,0.0429680939999999,610.0,59.0,10,2850
33,33,0.04418239800000001,608.0,61.0,10,2850
34,34,0.045388828999999964,605.0,63.0,10,2850
35,35,0.04600882900000003,605.0,64.0,10,2850
36,36,0.0466240229999999,605.0,65.0,10,2850
37,37,0.04723438199999985,605.0,66.0,10,2850
38,38,0.04841873699999999,609.0,68.0,10,2850
39,39,0.04961064999999998,615.0,70.0,10,2850
40,40,0.05079872299999999,620.0,72.0,10,2850
41,41,0.052011660999999876,616.0,74.0,10,2850
42,42,0.05356414399999987,605.0,76.0,10,2850
43,43,0.05494276499999984,607.0,78.0,10,2850
44,44,0.05615353199999995,597.0,80.0,10,2850
45,45,0.05733937099999986,595.0,82.0,10,2850
46,46,0.0585751109999999,592.0,84.0,10,2850
47,47,0.05920963000000001,592.0,85.0,10,2850
48,48,0.05986340300000004,592.0,86.0,10,2850
49,49,0.06050550899999996,592.0,87.0,10,2850
50,50,0.06112909700000002,592.0,88.0,10,2850
51,51,0.06237946000000005,593.0,90.0,10,2850
52,52,0.06375409899999984,593.0,92.0,10,2850
53,53,0.06507141899999991,596.0,94.0,10,2850
54,54,0.065721068,596.0,95.0,10,2850
55,55,0.06697446399999984,591.0,97.0,10,2850
56,56,0.06819618799999994,587.0,99.0,10,2850
57,57,0.06944520599999993,579.0,101.0,10,2850
58,58,0.07063917600000003,581.0,103.0,10,2850
59,59,0.07183570800000005,581.0,105.0,10,2850
60,60,0.07307790199999986,577.0,107.0,10,2850
61,61,0.07438130399999987,577.0,109.0,10,2850
62,62,0.07511304799999996,577.0,110.0,10,2850
63,63,0.07637653200000005,572.0,112.0,10,2850
64,64,0.077621355,575.0,114.0,10,2850
65,65,0.07824920999999985,575.0,115.0,10,2850
66,66,0.07954800799999995,578.0,117.0,10,2850
67,67,0.08078996999999988,579.0,119.0,10,2850
68,68,0.08202263199999993,581.0,121.0,10,2850
69,69,0.08327505099999999,590.0,123.0,10,2850
70,70,0.08454612799999994,590.0,125.0,10,2850
71,71,0.08521096799999994,590.0,126.0,10,2850
72,72,0.08687024200000004,584.0,128.0,10,2850
73,73,0.08817078,582.0,130.0,10,2850
74,74,0.08937237699999989,581.0,132.0,10,2850
75,75,0.09056255999999996,570.0,134.0,10,2850
76,76,0.09179713699999992,563.0,136.0,10,2850
77,77,0.09304895899999988,560.0,138.0,10,2850
78,78,0.09372745199999999,560.0,139.0,10,2850
79,79,0.0950645699999999,558.0,141.0,10,2850
80,80,0.09631582500000002,553.0,143.0,10,2850
81,81,0.09694812699999988,553.0,144.0,10,2850
82,82,0.09817020899999984,550.0,146.0,10,2850
83,83,0.09946230599999994,553.0,148.0,10,2850
84,84,0.10068202299999984,560.0,150.0,10,2850
85,85,0.10131499499999985,560.0,151.0,10,2850
86,86,0.1019464109999999,560.0,152.0,10,2850
87,87,0.10318047699999999,561.0,154.0,10,2850
88,88,0.10445382000000003,567.0,156.0,10,2850
89,89,0.10508309100000002,567.0,157.0,10,2850
90,90,0.10628181000000003,567.0,159.0,10,2850
91,91,0.10750740199999997,567.0,161.0,10,2850
92,92,0.10813707299999997,567.0,162.0,10,2850
93,93,0.10876433799999985,567.0,163.0,10,2850
94,94,0.10996656999999987,571.0,165.0,10,2850
95,95,0.11059633299999994,571.0,166.0,10,2850
96,96,0.11179317599999994,566.0,168.0,10,2850
97,97,0.11245950699999985,566.0,169.0,10,2850
98,98,0.11365741699999998,564.0,171.0,10,2850
99,99,0.11485429199999997,569.0,173.0,10,2850
100,100,0.11551135800000001,569.0,174.0,10,2850
101,101,0.11670868400000001,565.0,176.0,10,2850
102,102,0.11794585700000004,567.0,178.0,10,2850
103,103,0.11915521299999998,567.0,180.0,10,2850
104,104,0.12070558599999992,565.0,182.0,10,2850
105,105,0.12194992000000004,563.0,184.0,10,2850
106,106,0.122596017,563.0,185.0,10,2850
107,107,0.12323600899999998,563.0,186.0,10,2850
108,108,0.12444621599999994,561.0,188.0,10,2850
109,109,0.12568493300000005,562.0,190.0,10,2850
110,110,0.12632329399999986,562.0,191.0,10,2850
111,111,0.12696006000000004,562.0,192.0,10,2850
112,112,0.12771252300000002,562.0,193.0,10,2850
113,113,0.12837431099999996,562.0,194.0,10,2850
114,114,0.12961580299999986,565.0,196.0,10,2850
115,115,0.13082217099999993,564.0,198.0,10,2850
116,116,0.13212935699999995,565.0,200.0,10,2850
117,117,0.13278653399999985,565.0,201.0,10,2850
118,118,0.1334692959999999,565.0,202.0,10,2850
119,119,0.13410532699999989,565.0,203.0,10,2850
120,120,0.13475067500000004,565.0,204.0,10,2850
121,121,0.13595593900000003,566.0,206.0,10,2850
122,122,0.137159394,573.0,208.0,10,2850
123,123,0.1378325789999999,573.0,209.0,10,2850
124,124,0.13847077899999993,573.0,210.0,10,2850
125,125,0.13910597400000002,573.0,211.0,10,2850
126,126,0.14031675600000004,572.0,213.0,10,2850
127,127,0.14152920700000005,577.0,215.0,10,2850
128,128,0.14277366099999989,575.0,217.0,10,2850
129,129,0.14349039600000002,575.0,218.0,10,2850
130,130,0.14415442499999997,575.0,219.0,10,2850
131,131,0.14539652999999997,577.0,221.0,10,2850
132,132,0.14603703899999987,577.0,222.0,10,2850
133,133,0.14724103999999993,574.0,224.0,10,2850
134,134,0.14787969299999992,574.0,225.0,10,2850
135,135,0.14851892700000002,574.0,226.0,10,2850
136,136,0.14915706899999992,574.0,227.0,10,2850
137,137,0.15036967099999998,573.0,229.0,10,2850
138,138,0.15103647499999995,573.0,230.0,10,2850
139,139,0.15168134700000002,573.0,231.0,10,2850
140,140,0.15232497499999997,573.0,232.0,10,2850
141,141,0.15391495799999988,573.0,234.0,10,2850
142,142,0.15532231799999985,573.0,236.0,10,2850
143,143,0.15599928399999996,573.0,237.0,10,2850
144,144,0.15665104200000002,573.0,238.0,10,2850
145,145,0.1573014989999999,573.0,239.0,10,2850
146,146,0.15794572699999998,573.0,240.0,10,2850
147,147,0.15923722899999992,571.0,242.0,10,2850
148,148,0.16048947999999985,573.0,244.0,10,2850
149,149,0.161227193,573.0,245.0,10,2850
150,150,0.16245529800000003,572.0,247.0,10,2850
151,151,0.168232661,572.0,248.0,10,2850
152,152,0.16950272599999994,570.0,250.0,10,2850
153,153,0.17079654999999994,570.0,252.0,10,2850
154,154,0.1721780449999999,570.0,254.0,10,2850
155,155,0.17345989399999984,570.0,256.0,10,2850
156,156,0.17411333100000004,570.0,257.0,10,2850
157,157,0.17536383999999994,568.0,259.0,10,2850
158,158,0.17606221600000005,568.0,260.0,10,2850
159,159,0.17731719700000004,571.0,262.0,10,2850
160,160,0.17800777499999998,571.0,263.0,10,2850
161,161,0.17923012100000002,573.0,265.0,10,2850
162,162,0.1804793709999999,573.0,267.0,10,2850
163,163,0.18170192399999996,579.0,269.0,10,2850
164,164,0.18242893799999993,579.0,270.0,10,2850
165,165,0.18316453999999993,579.0,271.0,10,2850
166,166,0.18384184599999998,579.0,272.0,10,2850
167,167,0.18516853599999994,579.0,274.0,10,2850
168,168,0.18655599499999997,578.0,276.0,10,2850
169,169,0.187329144,578.0,277.0,10,2850
170,170,0.18866707699999985,575.0,279.0,10,2850
171,171,0.18934875699999987,575.0,280.0,10,2850
172,172,0.19000890599999987,575.0,281.0,10,2850
173,173,0.19066209,575.0,282.0,10,2850
174,174,0.19193170699999995,576.0,284.0,10,2850
175,175,0.1926314309999999,576.0,285.0,10,2850
176,176,0.19332099599999997,576.0,286.0,10,2850
177,177,0.19398132199999996,576.0,287.0,10,2850
178,178,0.19472776700000005,576.0,288.0,10,2850
179,179,0.1959766839999999,569.0,290.0,10,2850
180,180,0.19663932099999992,569.0,291.0,10,2850
181,181,0.19791385799999994,570.0,293.0,10,2850
182,182,0.198688808,570.0,294.0,10,2850
183,183,0.19994172,571.0,296.0,10,2850
184,184,0.201176115,570.0,298.0,10,2850
185,185,0.20183527499999987,570.0,299.0,10,2850
186,186,0.20249172800000004,570.0,300.0,10,2850
187,187,0.2031848329999999,570.0,301.0,10,2850
188,188,0.20445274300000005,570.0,303.0,10,2850
189,189,0.20518320599999984,570.0,304.0,10,2850
190,190,0.20646294199999993,567.0,306.0,10,2850
191,191,0.207726077,569.0,308.0,10,2850
192,192,0.20838578399999985,569.0,309.0,10,2850
193,193,0.20904224599999988,569.0,310.0,10,2850
194,194,0.21033038199999998,569.0,312.0,10,2850
195,195,0.2116122359999999,566.0,314.0,10,2850
196,196,0.21234041299999995,566.0,315.0,10,2850
197,197,0.2130041709999999,566.0,316.0,10,2850
198,198,0.21423831599999987,569.0,318.0,10,2850
199,199,0.21490114800000004,569.0,319.0,10,2850
200,200,0.215560097,569.0,320.0,10,2850
201,201,0.21678598299999985,565.0,322.0,10,2850
202,202,0.21817437500000003,565.0,324.0,10,2850
203,203,0.21886348099999986,565.0,325.0,10,2850
204,204,0.22025732199999992,563.0,327.0,10,2850
205,205,0.22153095199999995,561.0,329.0,10,2850
206,206,0.2222863989999999,561.0,330.0,10,2850
207,207,0.22356425299999994,560.0,332.0,10,2850
208,208,0.22427156399999992,560.0,333.0,10,2850
209,209,0.22493516099999988,560.0,334.0,10,2850
210,210,0.22621554899999996,567.0,336.0,10,2850
211,211,0.226886339,567.0,337.0,10,2850
212,212,0.22763304399999984,567.0,338.0,10,2850
213,213,0.22889844199999998,567.0,340.0,10,2850
214,214,0.22956622199999988,567.0,341.0,10,2850
215,215,0.23022944099999987,567.0,342.0,10,2850
216,216,0.23089149099999995,567.0,343.0,10,2850
217,217,0.23212302299999998,568.0,345.0,10,2850
218,218,0.23341452699999987,565.0,347.0,10,2850
219,219,0.2346867749999999,565.0,349.0,10,2850
220,220,0.23595376999999984,562.0,351.0,10,2850
221,221,0.23662187699999992,562.0,352.0,10,2850
222,222,0.23728776799999984,562.0,353.0,10,2850
223,223,0.2380304069999999,562.0,354.0,10,2850
224,224,0.23927810799999993,552.0,356.0,10,2850
225,225,0.23994951600000003,552.0,357.0,10,2850
226,226,0.24118496300000003,549.0,359.0,10,2850
227,227,0.24242006100000002,547.0,361.0,10,2850
228,228,0.24308649699999996,547.0,362.0,10,2850
229,229,0.2437532899999999,547.0,363.0,10,2850
230,230,0.2444589049999999,547.0,364.0,10,2850
231,231,0.24514891900000002,547.0,365.0,10,2850
232,232,0.2458567759999999,547.0,366.0,10,2850
233,233,0.24652429199999992,547.0,367.0,10,2850
234,234,0.24719629199999993,547.0,368.0,10,2850
235,235,0.24787059300000003,547.0,369.0,10,2850
236,236,0.24915914699999986,541.0,371.0,10,2850
237,237,0.24983033,541.0,372.0,10,2850
238,238,0.2504988859999999,541.0,373.0,10,2850
239,239,0.251195429,541.0,374.0,10,2850
240,240,0.25189198999999984,541.0,375.0,10,2850
241,241,0.2525916509999999,541.0,376.0,10,2850
242,242,0.25345394199999993,541.0,377.0,10,2850
243,243,0.25425074000000003,541.0,378.0,10,2850
244,244,0.25493416700000004,541.0,379.0,10,2850
245,245,0.25560927499999986,541.0,380.0,10,2850
246,246,0.25628244099999997,541.0,381.0,10,2850
247,247,0.2569532729999999,541.0,382.0,10,2850
248,248,0.25762224199999983,541.0,383.0,10,2850
249,249,0.25829029199999987,541.0,384.0,10,2850
250,250,0.2595606989999999,541.0,386.0,10,2850
251,251,0.26097408,540.0,388.0,10,2850
252,252,0.2616895909999999,540.0,389.0,10,2850
253,253,0.26293986299999994,538.0,391.0,10,2850
254,254,0.263618519,538.0,392.0,10,2850
255,255,0.26429190700000005,538.0,393.0,10,2850
256,256,0.26496732,538.0,394.0,10,2850
257,257,0.2656415379999999,538.0,395.0,10,2850
258,258,0.2669279899999999,537.0,397.0,10,2850
259,259,0.2676346729999999,537.0,398.0,10,2850
260,260,0.26831675499999985,537.0,399.0,10,2850
261,261,0.26899327100000003,537.0,400.0,10,2850
262,262,0.2702381009999999,536.0,402.0,10,2850
263,263,0.27091639599999984,536.0,403.0,10,2850
264,264,0.272193624,534.0,405.0,10,2850
265,265,0.27286804200000003,534.0,406.0,10,2850
266,266,0.2741099819999999,532.0,408.0,10,2850
267,267,0.27478745299999985,532.0,409.0,10,2850
268,268,0.2754658649999999,532.0,410.0,10,2850
269,269,0.276140845,532.0,411.0,10,2850
270,270,0.27682266899999997,532.0,412.0,10,2850
271,271,0.27757403999999997,532.0,413.0,10,2850
272,272,0.2783019389999999,532.0,414.0,10,2850
273,273,0.2789865439999999,532.0,415.0,10,2850
274,274,0.2796671479999999,532.0,416.0,10,2850
275,275,0.28037407199999986,532.0,417.0,10,2850
276,276,0.28108897499999985,532.0,418.0,10,2850
277,277,0.2817659749999999,532.0,419.0,10,2850
278,278,0.28244579400000003,532.0,420.0,10,2850
279,279,0.283123459,532.0,421.0,10,2850
280,280,0.28436817699999994,531.0,423.0,10,2850
281,281,0.28504832300000005,531.0,424.0,10,2850
282,282,0.286352948,531.0,426.0,10,2850
283,283,0.2879240649999999,531.0,428.0,10,2850
284,284,0.2886383349999999,531.0,429.0,10,2850
285,285,0.28990000399999993,531.0,431.0,10,2850
286,286,0.29061583599999996,531.0,432.0,10,2850
287,287,0.29132730399999995,531.0,433.0,10,2850
288,288,0.292073456,531.0,434.0,10,2850
289,289,0.29277848399999984,531.0,435.0,10,2850
290,290,0.29346944100000005,531.0,436.0,10,2850
291,291,0.29425134499999994,531.0,437.0,10,2850
292,292,0.2949674739999999,531.0,438.0,10,2850
293,293,0.29565690600000005,531.0,439.0,10,2850
294,294,0.2963423949999999,531.0,440.0,10,2850
295,295,0.297024736,531.0,441.0,10,2850
296,296,0.29830231399999985,530.0,443.0,10,2850
297,297,0.2990229,530.0,444.0,10,2850
298,298,0.29970711699999986,530.0,445.0,10,2850
299,299,0.3004743409999999,530.0,446.0,10,2850
300,300,0.301198976,530.0,447.0,10,2850
301,301,0.307548175,530.0,448.0,10,2850
302,302,0.3082563549999999,530.0,449.0,10,2850
303,303,0.30952445399999995,526.0,451.0,10,2850
304,304,0.310263591,526.0,452.0,10,2850
305,305,0.3109762999999999,526.0,453.0,10,2850
306,306,0.311675119,526.0,454.0,10,2850
307,307,0.3123663269999999,526.0,455.0,10,2850
308,308,0.31305534899999987,526.0,456.0,10,2850
309,309,0.3137414569999999,526.0,457.0,10,2850
310,310,0.31443299,526.0,458.0,10,2850
311,311,0.31517789799999996,526.0,459.0,10,2850
312,312,0.31588788899999987,526.0,460.0,10,2850
313,313,0.31658098700000004,526.0,461.0,10,2850
314,314,0.31727350099999985,526.0,462.0,10,2850
315,315,0.31799161,526.0,463.0,10,2850
316,316,0.31868459699999985,526.0,464.0,10,2850
317,317,0.31949290900000005,526.0,465.0,10,2850
318,318,0.3203084869999999,526.0,466.0,10,2850
319,319,0.32110585700000005,526.0,467.0,10,2850
320,320,0.3224355029999999,526.0,469.0,10,2850
321,321,0.32322589199999996,526.0,470.0,10,2850
322,322,0.32394449599999997,526.0,471.0,10,2850
323,323,0.3246728269999999,526.0,472.0,10,2850
